x,y,vx,vy,FR,Paddle.y
668,152,-1,1,330,291
667,153,-1,1,330,291
666,154,-1,1,330,291
665,155,-1,1,330,291
664,156,-1,1,330,296
663,157,-1,1,330,296
662,158,-1,1,330,296
661,159,-1,1,330,296
660,160,-1,1,330,296
659,161,-1,1,330,303
658,162,-1,1,330,303
657,163,-1,1,330,303
656,164,-1,1,330,303
655,165,-1,1,330,303
654,166,-1,1,330,312
653,167,-1,1,330,312
652,168,-1,1,330,312
651,169,-1,1,330,312
650,170,-1,1,330,322
649,171,-1,1,330,322
648,172,-1,1,330,322
647,173,-1,1,330,322
646,174,-1,1,330,322
645,175,-1,1,330,329
644,176,-1,1,330,329
643,177,-1,1,330,329
642,178,-1,1,330,329
641,179,-1,1,330,329
640,180,-1,1,330,334
639,181,-1,1,330,334
638,182,-1,1,330,334
637,183,-1,1,330,334
636,184,-1,1,330,338
635,185,-1,1,330,338
634,186,-1,1,330,338
633,187,-1,1,330,338
632,188,-1,1,330,338
631,189,-1,1,330,340
630,190,-1,1,330,340
629,191,-1,1,330,340
628,192,-1,1,330,340
627,193,-1,1,330,341
626,194,-1,1,330,341
625,195,-1,1,330,341
624,196,-1,1,330,341
623,197,-1,1,330,341
622,198,-1,1,330,341
621,199,-1,1,330,341
620,200,-1,1,330,341
619,201,-1,1,330,341
618,202,-1,1,330,342
617,203,-1,1,330,342
616,204,-1,1,330,342
615,205,-1,1,330,342
614,206,-1,1,330,342
613,207,-1,1,330,342
612,208,-1,1,330,342
611,209,-1,1,330,342
610,210,-1,1,330,342
609,211,-1,1,330,342
608,212,-1,1,330,342
607,213,-1,1,330,342
606,214,-1,1,330,342
605,215,-1,1,330,342
604,216,-1,1,330,342
603,217,-1,1,330,342
602,218,-1,1,330,342
601,219,-1,1,330,342
600,220,-1,1,330,342
599,221,-1,1,330,342
598,222,-1,1,330,342
597,223,-1,1,330,342
596,224,-1,1,330,342
595,225,-1,1,330,342
594,226,-1,1,330,342
593,227,-1,1,330,342
592,228,-1,1,330,342
591,229,-1,1,330,342
590,230,-1,1,330,342
589,231,-1,1,330,342
588,232,-1,1,330,342
587,233,-1,1,330,342
586,234,-1,1,330,342
585,235,-1,1,330,342
584,236,-1,1,330,342
583,237,-1,1,330,342
582,238,-1,1,330,342
581,239,-1,1,330,342
580,240,-1,1,330,342
579,241,-1,1,330,342
578,242,-1,1,330,342
577,243,-1,1,330,342
576,244,-1,1,330,342
575,245,-1,1,330,342
574,246,-1,1,330,342
573,247,-1,1,330,342
572,248,-1,1,330,342
571,249,-1,1,330,342
570,250,-1,1,330,342
569,251,-1,1,330,342
568,252,-1,1,330,342
567,253,-1,1,330,342
566,254,-1,1,330,342
565,255,-1,1,330,342
564,256,-1,1,330,342
563,257,-1,1,330,342
562,258,-1,1,330,342
561,259,-1,1,330,342
560,260,-1,1,330,342
559,261,-1,1,330,342
558,262,-1,1,330,342
557,263,-1,1,330,342
556,264,-1,1,330,342
555,265,-1,1,330,342
554,266,-1,1,330,342
553,267,-1,1,330,342
552,268,-1,1,330,342
551,269,-1,1,330,342
550,270,-1,1,330,342
549,271,-1,1,330,342
548,272,-1,1,330,342
547,273,-1,1,330,342
546,274,-1,1,330,342
545,275,-1,1,330,342
544,276,-1,1,330,342
543,277,-1,1,330,342
542,278,-1,1,330,342
541,279,-1,1,330,342
540,280,-1,1,330,342
539,281,-1,1,330,342
538,282,-1,1,330,342
537,283,-1,1,330,342
536,284,-1,1,330,342
535,285,-1,1,330,342
534,286,-1,1,330,342
533,287,-1,1,330,342
532,288,-1,1,330,342
531,289,-1,1,330,342
530,290,-1,1,330,342
529,291,-1,1,330,342
528,292,-1,1,330,342
527,293,-1,1,330,342
526,294,-1,1,330,342
525,295,-1,1,330,342
524,296,-1,1,330,342
523,297,-1,1,330,342
522,298,-1,1,330,342
521,299,-1,1,330,342
520,300,-1,1,330,342
519,301,-1,1,330,342
518,302,-1,1,330,342
517,303,-1,1,330,342
516,304,-1,1,330,342
515,305,-1,1,330,342
514,306,-1,1,330,342
513,307,-1,1,330,342
512,308,-1,1,330,342
511,309,-1,1,330,342
510,310,-1,1,330,342
509,311,-1,1,330,342
508,312,-1,1,330,342
507,313,-1,1,330,342
506,314,-1,1,330,342
505,315,-1,1,330,342
504,316,-1,1,330,339
503,317,-1,1,330,339
502,318,-1,1,330,339
501,319,-1,1,330,339
500,320,-1,1,330,334
499,321,-1,1,330,334
498,322,-1,1,330,334
497,323,-1,1,330,334
496,324,-1,1,330,334
495,325,-1,1,330,329
494,326,-1,1,330,329
493,327,-1,1,330,329
492,328,-1,1,330,329
491,329,-1,1,330,329
490,330,-1,1,330,324
489,331,-1,1,330,324
488,332,-1,1,330,324
487,333,-1,1,330,324
486,334,-1,1,330,324
485,335,-1,1,330,321
484,336,-1,1,330,321
483,337,-1,1,330,321
482,338,-1,1,330,317
481,339,-1,1,330,317
480,340,-1,1,330,317
479,341,-1,1,330,317
478,342,-1,1,330,317
477,343,-1,1,330,314
476,344,-1,1,330,314
475,345,-1,1,330,314
474,346,-1,1,330,314
473,347,-1,1,330,314
472,348,-1,1,330,311
471,349,-1,1,330,311
470,350,-1,1,330,311
469,351,-1,1,330,311
468,352,-1,1,330,308
467,353,-1,1,330,308
466,354,-1,1,330,308
465,355,-1,1,330,308
464,356,-1,1,330,305
463,357,-1,1,330,305
462,358,-1,1,330,305
461,359,-1,1,330,305
460,360,-1,1,330,305
459,361,-1,1,330,303
458,362,-1,1,330,303
457,363,-1,1,330,303
456,364,-1,1,330,303
455,365,-1,1,330,303
454,366,-1,1,330,301
453,367,-1,1,330,301
452,368,-1,1,330,301
451,369,-1,1,330,301
450,370,-1,1,330,297
449,371,-1,1,330,297
448,372,-1,1,330,297
447,373,-1,1,330,297
446,374,-1,1,330,294
445,375,-1,1,330,294
444,376,-1,1,330,294
443,377,-1,1,330,294
442,378,-1,1,330,294
441,379,-1,1,330,294
440,380,-1,1,330,290
439,381,-1,1,330,290
438,382,-1,1,330,290
437,383,-1,1,330,290
436,384,-1,1,330,287
435,385,-1,1,330,287
434,386,-1,1,330,287
433,387,-1,1,330,287
432,388,-1,1,330,283
431,389,-1,1,330,283
430,390,-1,1,330,283
429,391,-1,1,330,283
428,392,-1,1,330,283
427,393,-1,1,330,280
426,394,-1,1,330,280
425,395,-1,1,330,280
424,396,-1,1,330,280
423,397,-1,1,330,277
422,398,-1,1,330,277
421,399,-1,1,330,277
420,400,-1,1,330,277
419,401,-1,1,330,277
418,402,-1,1,330,271
417,403,-1,1,330,271
416,404,-1,1,330,271
415,405,-1,1,330,271
414,406,-1,1,330,271
413,407,-1,1,330,266
412,408,-1,1,330,266
411,409,-1,1,330,266
410,410,-1,1,330,266
409,411,-1,1,330,247
408,412,-1,1,330,247
407,413,-1,1,330,247
406,414,-1,1,330,247
405,415,-1,1,330,229
404,416,-1,1,330,229
403,417,-1,1,330,229
402,418,-1,1,330,229
401,419,-1,1,330,229
400,420,-1,1,330,213
399,421,-1,1,330,213
398,422,-1,1,330,213
397,423,-1,1,330,213
396,424,-1,1,330,213
395,425,-1,1,330,195
394,426,-1,1,330,195
393,427,-1,1,330,195
392,428,-1,1,330,195
391,429,-1,1,330,171
390,430,-1,1,330,171
389,431,-1,1,330,171
388,432,-1,1,330,171
387,433,-1,1,330,153
386,434,-1,1,330,153
385,435,-1,1,330,153
384,436,-1,1,330,153
383,437,-1,1,330,153
382,438,-1,1,330,137
381,439,-1,1,330,137
380,440,-1,1,330,137
379,441,-1,1,330,137
378,442,-1,1,330,137
377,443,-1,1,330,121
376,444,-1,1,330,121
375,445,-1,1,330,121
374,446,-1,1,330,121
373,447,-1,1,330,100
372,448,-1,1,330,100
371,449,-1,1,330,100
370,450,-1,1,330,100
369,451,-1,1,330,100
368,452,-1,1,330,81
367,453,-1,1,330,81
366,454,-1,1,330,81
365,455,-1,1,330,81
364,456,-1,1,330,81
363,457,-1,1,330,81
362,458,-1,1,330,81
361,459,-1,1,330,81
360,460,-1,1,330,81
359,461,-1,1,330,81
358,462,-1,1,330,81
357,463,-1,1,330,81
356,464,-1,1,330,81
355,465,-1,1,330,81
354,466,-1,1,330,81
353,467,-1,1,330,81
352,468,-1,1,330,81
351,469,-1,1,330,81
350,470,-1,1,330,81
349,471,-1,1,330,81
348,472,-1,1,330,81
347,473,-1,1,330,81
346,474,-1,1,330,81
345,475,-1,1,330,81
344,476,-1,1,330,81
343,477,-1,1,330,81
342,478,-1,1,330,81
341,479,-1,1,330,81
340,480,-1,1,330,81
339,481,-1,1,330,81
338,482,-1,1,330,81
337,483,-1,1,330,81
336,484,-1,1,330,81
335,485,-1,1,330,81
334,486,-1,1,330,81
333,487,-1,1,330,81
332,488,-1,1,330,81
331,489,-1,1,330,81
330,490,-1,1,330,81
329,491,-1,1,330,81
328,492,-1,1,330,81
327,493,-1,1,330,81
326,494,-1,1,330,81
325,495,-1,1,330,81
324,496,-1,1,330,81
323,497,-1,1,330,81
322,498,-1,1,330,81
321,499,-1,1,330,81
320,500,-1,1,330,81
319,501,-1,1,330,81
318,502,-1,1,330,81
317,503,-1,1,330,81
316,504,-1,1,330,81
315,505,-1,1,330,81
314,506,-1,1,330,81
313,507,-1,1,330,81
312,508,-1,1,330,81
311,509,-1,1,330,81
310,510,-1,1,330,81
309,511,-1,1,330,81
308,512,-1,1,330,81
307,513,-1,1,330,81
306,514,-1,1,330,81
305,515,-1,1,330,81
304,516,-1,1,330,81
303,517,-1,1,330,81
302,518,-1,1,330,81
301,519,-1,1,330,81
300,520,-1,1,330,81
299,521,-1,1,330,81
298,522,-1,1,330,81
297,523,-1,1,330,81
296,524,-1,1,330,81
295,525,-1,1,330,81
294,526,-1,1,330,81
293,527,-1,1,330,81
292,528,-1,1,330,81
291,529,-1,1,330,81
290,530,-1,1,330,81
289,531,-1,1,330,81
288,532,-1,1,330,81
287,533,-1,1,330,81
286,534,-1,1,330,81
285,535,-1,1,330,81
284,536,-1,1,330,81
283,537,-1,1,330,81
282,538,-1,1,330,81
281,539,-1,1,330,81
280,540,-1,1,330,81
279,541,-1,1,330,81
278,542,-1,1,330,81
277,543,-1,1,330,81
276,544,-1,1,330,81
275,545,-1,1,330,81
274,546,-1,1,330,81
273,547,-1,1,330,81
272,548,-1,1,330,81
271,549,-1,1,330,81
270,550,-1,1,330,81
269,551,-1,1,330,81
268,552,-1,1,330,81
267,553,-1,1,330,81
266,554,-1,1,330,81
265,555,-1,1,330,81
264,556,-1,1,330,81
263,557,-1,1,330,81
262,558,-1,1,330,81
261,559,-1,1,330,81
260,560,-1,1,330,81
260,560,-1,-1,330,81
259,559,-1,-1,330,81
258,558,-1,-1,330,81
257,557,-1,-1,330,81
256,556,-1,-1,330,81
255,555,-1,-1,330,81
254,554,-1,-1,330,81
253,553,-1,-1,330,81
252,552,-1,-1,330,81
251,551,-1,-1,330,81
250,550,-1,-1,330,81
249,549,-1,-1,330,81
248,548,-1,-1,330,81
247,547,-1,-1,330,81
246,546,-1,-1,330,81
245,545,-1,-1,330,81
244,544,-1,-1,330,81
243,543,-1,-1,330,81
242,542,-1,-1,330,81
241,541,-1,-1,330,81
240,540,-1,-1,330,81
239,539,-1,-1,330,81
238,538,-1,-1,330,81
237,537,-1,-1,330,81
236,536,-1,-1,330,81
235,535,-1,-1,330,81
234,534,-1,-1,330,81
233,533,-1,-1,330,81
232,532,-1,-1,330,81
231,531,-1,-1,330,81
230,530,-1,-1,330,81
229,529,-1,-1,330,81
228,528,-1,-1,330,81
227,527,-1,-1,330,81
226,526,-1,-1,330,81
225,525,-1,-1,330,81
224,524,-1,-1,330,81
223,523,-1,-1,330,81
222,522,-1,-1,330,81
221,521,-1,-1,330,81
220,520,-1,-1,330,81
219,519,-1,-1,330,81
218,518,-1,-1,330,81
217,517,-1,-1,330,81
216,516,-1,-1,330,81
215,515,-1,-1,330,81
214,514,-1,-1,330,81
213,513,-1,-1,330,81
212,512,-1,-1,330,81
211,511,-1,-1,330,81
210,510,-1,-1,330,81
209,509,-1,-1,330,81
208,508,-1,-1,330,81
207,507,-1,-1,330,81
206,506,-1,-1,330,81
205,505,-1,-1,330,81
204,504,-1,-1,330,81
203,503,-1,-1,330,81
202,502,-1,-1,330,81
201,501,-1,-1,330,81
200,500,-1,-1,330,81
199,499,-1,-1,330,81
198,498,-1,-1,330,81
197,497,-1,-1,330,81
196,496,-1,-1,330,81
195,495,-1,-1,330,81
194,494,-1,-1,330,81
193,493,-1,-1,330,81
192,492,-1,-1,330,81
191,491,-1,-1,330,81
190,490,-1,-1,330,81
189,489,-1,-1,330,81
188,488,-1,-1,330,81
187,487,-1,-1,330,81
186,486,-1,-1,330,81
185,485,-1,-1,330,81
184,484,-1,-1,330,81
183,483,-1,-1,330,81
182,482,-1,-1,330,81
181,481,-1,-1,330,81
180,480,-1,-1,330,81
179,479,-1,-1,330,81
178,478,-1,-1,330,81
177,477,-1,-1,330,81
176,476,-1,-1,330,81
175,475,-1,-1,330,81
174,474,-1,-1,330,81
173,473,-1,-1,330,81
172,472,-1,-1,330,81
171,471,-1,-1,330,81
170,470,-1,-1,330,81
169,469,-1,-1,330,81
168,468,-1,-1,330,81
167,467,-1,-1,330,81
166,466,-1,-1,330,81
165,465,-1,-1,330,81
164,464,-1,-1,330,81
163,463,-1,-1,330,81
162,462,-1,-1,330,81
161,461,-1,-1,330,81
160,460,-1,-1,330,81
159,459,-1,-1,330,81
158,458,-1,-1,330,81
157,457,-1,-1,330,81
156,456,-1,-1,330,81
155,455,-1,-1,330,81
154,454,-1,-1,330,81
153,453,-1,-1,330,81
152,452,-1,-1,330,81
151,451,-1,-1,330,81
150,450,-1,-1,330,81
149,449,-1,-1,330,81
148,448,-1,-1,330,81
147,447,-1,-1,330,81
146,446,-1,-1,330,81
145,445,-1,-1,330,81
144,444,-1,-1,330,81
143,443,-1,-1,330,81
142,442,-1,-1,330,81
141,441,-1,-1,330,81
140,440,-1,-1,330,81
139,439,-1,-1,330,81
138,438,-1,-1,330,81
137,437,-1,-1,330,81
136,436,-1,-1,330,81
135,435,-1,-1,330,81
134,434,-1,-1,330,81
133,433,-1,-1,330,81
132,432,-1,-1,330,81
131,431,-1,-1,330,81
130,430,-1,-1,330,81
129,429,-1,-1,330,81
128,428,-1,-1,330,81
127,427,-1,-1,330,81
126,426,-1,-1,330,81
125,425,-1,-1,330,81
124,424,-1,-1,330,81
123,423,-1,-1,330,81
122,422,-1,-1,330,81
121,421,-1,-1,330,81
120,420,-1,-1,330,81
119,419,-1,-1,330,81
118,418,-1,-1,330,81
117,417,-1,-1,330,81
116,416,-1,-1,330,81
115,415,-1,-1,330,81
114,414,-1,-1,330,81
113,413,-1,-1,330,81
112,412,-1,-1,330,81
111,411,-1,-1,330,81
110,410,-1,-1,330,81
109,409,-1,-1,330,81
108,408,-1,-1,330,81
107,407,-1,-1,330,81
106,406,-1,-1,330,81
105,405,-1,-1,330,81
104,404,-1,-1,330,81
103,403,-1,-1,330,81
102,402,-1,-1,330,81
101,401,-1,-1,330,81
100,400,-1,-1,330,81
99,399,-1,-1,330,81
98,398,-1,-1,330,81
97,397,-1,-1,330,81
96,396,-1,-1,330,81
95,395,-1,-1,330,81
94,394,-1,-1,330,81
93,393,-1,-1,330,81
92,392,-1,-1,330,81
91,391,-1,-1,330,81
90,390,-1,-1,330,81
89,389,-1,-1,330,81
88,388,-1,-1,330,81
87,387,-1,-1,330,81
86,386,-1,-1,330,81
85,385,-1,-1,330,81
84,384,-1,-1,330,81
83,383,-1,-1,330,81
82,382,-1,-1,330,81
81,381,-1,-1,330,81
80,380,-1,-1,330,81
79,379,-1,-1,330,81
78,378,-1,-1,330,81
77,377,-1,-1,330,81
76,376,-1,-1,330,81
75,375,-1,-1,330,81
74,374,-1,-1,330,81
73,373,-1,-1,330,81
72,372,-1,-1,330,81
71,371,-1,-1,330,81
70,370,-1,-1,330,81
69,369,-1,-1,330,81
68,368,-1,-1,330,81
67,367,-1,-1,330,81
66,366,-1,-1,330,81
65,365,-1,-1,330,81
64,364,-1,-1,330,81
63,363,-1,-1,330,81
62,362,-1,-1,330,81
61,361,-1,-1,330,81
60,360,-1,-1,330,81
59,359,-1,-1,330,81
58,358,-1,-1,330,81
57,357,-1,-1,330,81
56,356,-1,-1,330,81
55,355,-1,-1,330,81
54,354,-1,-1,330,81
53,353,-1,-1,330,81
52,352,-1,-1,330,81
51,351,-1,-1,330,81
50,350,-1,-1,330,81
49,349,-1,-1,330,81
48,348,-1,-1,330,81
47,347,-1,-1,330,81
46,346,-1,-1,330,81
45,345,-1,-1,330,81
44,344,-1,-1,330,81
43,343,-1,-1,330,81
42,342,-1,-1,330,81
41,341,-1,-1,330,81
40,340,-1,-1,330,81
40,340,1,-1,330,81
41,339,1,-1,330,81
42,338,1,-1,330,81
43,337,1,-1,330,81
44,336,1,-1,330,81
45,335,1,-1,330,81
46,334,1,-1,330,81
47,333,1,-1,330,81
48,332,1,-1,330,81
49,331,1,-1,330,81
50,330,1,-1,330,81
51,329,1,-1,330,81
52,328,1,-1,330,81
53,327,1,-1,330,81
54,326,1,-1,330,81
55,325,1,-1,330,81
56,324,1,-1,330,81
57,323,1,-1,330,81
58,322,1,-1,330,81
59,321,1,-1,330,81
60,320,1,-1,330,81
61,319,1,-1,330,81
62,318,1,-1,330,81
63,317,1,-1,330,81
64,316,1,-1,330,81
65,315,1,-1,330,81
66,314,1,-1,330,81
67,313,1,-1,330,81
68,312,1,-1,330,81
69,311,1,-1,330,81
70,310,1,-1,330,81
